[s],CH1[V],CH2[V]
9.400807E-01,-1.200E-03,4.416E-01
9.400831E-01,-2.000E-03,3.648E-01
9.400831E-01,-1.200E-03,4.416E-01
9.400855E-01,-2.000E-03,3.648E-01
9.400855E-01,-1.200E-03,4.032E-01
9.400879E-01,-2.000E-03,3.648E-01
9.400879E-01,-1.200E-03,4.032E-01
9.400903E-01,-2.400E-03,3.648E-01
9.400903E-01,-4.000E-04,4.032E-01
9.400927E-01,-2.400E-03,3.648E-01
9.400927E-01,-1.200E-03,4.416E-01
9.400951E-01,-2.400E-03,3.648E-01
9.400951E-01,-8.000E-04,4.416E-01
9.400975E-01,-2.000E-03,3.648E-01
9.400975E-01,-8.000E-04,4.416E-01
9.400999E-01,-2.000E-03,3.264E-01
9.400999E-01,-8.000E-04,4.416E-01
9.401023E-01,-2.000E-03,4.032E-01
9.401023E-01,-8.000E-04,4.416E-01
9.401047E-01,-2.000E-03,3.648E-01
9.401047E-01,-4.000E-04,4.032E-01
9.401071E-01,-2.400E-03,3.648E-01
9.401071E-01,-8.000E-04,4.032E-01
9.401095E-01,-2.000E-03,3.648E-01
9.401095E-01,-8.000E-04,4.032E-01
9.401119E-01,-2.000E-03,3.648E-01
9.401119E-01,-1.200E-03,4.032E-01
9.401143E-01,-2.000E-03,3.648E-01
9.401143E-01,-8.000E-04,4.416E-01
9.401167E-01,-2.000E-03,3.648E-01
9.401167E-01,-8.000E-04,4.416E-01
9.401191E-01,-2.000E-03,3.648E-01
9.401191E-01,-1.200E-03,4.416E-01
9.401215E-01,-2.000E-03,3.648E-01
9.401215E-01,-1.200E-03,4.416E-01
9.401239E-01,-2.000E-03,3.648E-01
9.401239E-01,-1.200E-03,4.416E-01
9.401263E-01,-2.000E-03,3.648E-01
9.401263E-01,-1.200E-03,4.416E-01
9.401287E-01,-2.000E-03,3.648E-01
9.401287E-01,-1.200E-03,4.416E-01
9.401311E-01,-2.000E-03,3.648E-01
9.401311E-01,-1.200E-03,4.032E-01
9.401335E-01,-2.000E-03,3.648E-01
9.401335E-01,-8.000E-04,4.416E-01
9.401359E-01,-2.000E-03,3.648E-01
9.401359E-01,-8.000E-04,4.032E-01
9.401383E-01,-2.400E-03,3.648E-01
9.401383E-01,-1.200E-03,4.416E-01
9.401407E-01,-2.000E-03,3.648E-01
9.401407E-01,-1.200E-03,4.416E-01
9.401431E-01,-1.600E-03,3.648E-01
9.401431E-01,-1.200E-03,4.032E-01
9.401455E-01,-1.600E-03,3.648E-01
9.401455E-01,-8.000E-04,4.032E-01
9.401479E-01,-2.400E-03,3.648E-01
9.401479E-01,-8.000E-04,4.032E-01
9.401503E-01,-2.000E-03,3.648E-01
9.401503E-01,-1.200E-03,4.032E-01
9.401527E-01,-2.400E-03,3.648E-01
9.401527E-01,-1.200E-03,4.416E-01
9.401551E-01,-2.000E-03,3.648E-01
9.401551E-01,-1.200E-03,4.416E-01
9.401575E-01,-2.400E-03,3.648E-01
9.401575E-01,-8.000E-04,4.416E-01
9.401599E-01,-2.400E-03,3.264E-01
9.401599E-01,-8.000E-04,4.032E-01
9.401623E-01,-1.600E-03,3.264E-01
9.401623E-01,-8.000E-04,4.032E-01
9.401647E-01,-2.000E-03,3.648E-01
9.401647E-01,-1.200E-03,4.032E-01
9.401671E-01,-2.000E-03,3.648E-01
9.401671E-01,-8.000E-04,4.416E-01
9.401695E-01,-2.000E-03,3.648E-01
9.401695E-01,-1.200E-03,4.416E-01
9.401719E-01,-2.400E-03,3.648E-01
9.401719E-01,-1.200E-03,4.416E-01
9.401743E-01,-2.400E-03,3.648E-01
9.401743E-01,-1.200E-03,4.416E-01
9.401767E-01,-2.000E-03,3.648E-01
9.401767E-01,-1.200E-03,4.416E-01
9.401791E-01,-2.400E-03,3.648E-01
9.401791E-01,-1.200E-03,4.416E-01
9.401815E-01,-2.000E-03,3.648E-01
9.401815E-01,-1.200E-03,4.416E-01
9.401839E-01,-2.400E-03,3.648E-01
9.401839E-01,-1.200E-03,4.416E-01
9.401863E-01,-1.600E-03,3.648E-01
9.401863E-01,-8.000E-04,4.032E-01
9.401887E-01,-2.000E-03,3.648E-01
9.401887E-01,-8.000E-04,4.416E-01
9.401911E-01,-2.000E-03,3.648E-01
9.401911E-01,-1.200E-03,4.416E-01
9.401935E-01,-2.400E-03,3.648E-01
9.401935E-01,-1.200E-03,4.416E-01
9.401959E-01,-2.000E-03,4.032E-01
9.401959E-01,-8.000E-04,4.416E-01
9.401983E-01,-2.000E-03,3.648E-01
9.401983E-01,-1.200E-03,4.032E-01
9.402007E-01,-2.000E-03,3.648E-01
9.402007E-01,-8.000E-04,4.416E-01
9.402031E-01,-2.400E-03,3.648E-01
9.402031E-01,-1.200E-03,4.416E-01
9.402055E-01,-2.000E-03,3.648E-01
9.402055E-01,-1.200E-03,4.032E-01
9.402079E-01,-2.000E-03,3.648E-01
9.402079E-01,-1.200E-03,4.032E-01
9.402103E-01,-2.000E-03,3.648E-01
9.402103E-01,-1.200E-03,4.032E-01
9.402127E-01,-2.000E-03,3.648E-01
9.402127E-01,-8.000E-04,4.416E-01
9.402151E-01,-2.000E-03,3.648E-01
9.402151E-01,-8.000E-04,4.416E-01
9.402175E-01,-2.000E-03,3.648E-01
9.402175E-01,-1.200E-03,4.416E-01
9.402199E-01,-2.000E-03,3.648E-01
9.402199E-01,-8.000E-04,4.416E-01
9.402223E-01,-2.000E-03,3.648E-01
9.402223E-01,-1.200E-03,4.416E-01
9.402247E-01,-2.000E-03,3.648E-01
9.402247E-01,-1.200E-03,4.032E-01
9.402271E-01,-2.000E-03,3.648E-01
9.402271E-01,-1.200E-03,4.416E-01
9.402295E-01,-2.000E-03,3.648E-01
9.402295E-01,-1.200E-03,4.416E-01
9.402319E-01,-2.000E-03,3.648E-01
9.402319E-01,-8.000E-04,4.032E-01
9.402343E-01,-2.400E-03,3.648E-01
9.402343E-01,-8.000E-04,4.416E-01
9.402367E-01,-2.400E-03,3.648E-01
9.402367E-01,-1.200E-03,4.032E-01
9.402391E-01,-2.400E-03,3.648E-01
9.402391E-01,-1.200E-03,4.416E-01
9.402415E-01,-2.400E-03,3.648E-01
9.402415E-01,-8.000E-04,4.416E-01
9.402439E-01,-2.000E-03,3.648E-01
9.402439E-01,-1.200E-03,4.416E-01
9.402463E-01,-2.400E-03,3.648E-01
9.402463E-01,-1.200E-03,4.032E-01
9.402487E-01,-2.000E-03,3.648E-01
9.402487E-01,-1.200E-03,4.416E-01
9.402511E-01,-2.000E-03,3.648E-01
9.402511E-01,-8.000E-04,4.800E-01
9.402535E-01,-2.400E-03,3.648E-01
9.402535E-01,-8.000E-04,4.416E-01
9.402559E-01,-2.000E-03,4.032E-01
9.402559E-01,-1.200E-03,4.032E-01
9.402583E-01,-2.400E-03,3.648E-01
9.402583E-01,-1.200E-03,4.032E-01
9.402607E-01,-2.000E-03,3.648E-01
9.402607E-01,-1.200E-03,4.416E-01
9.402631E-01,-2.400E-03,3.648E-01
9.402631E-01,-1.200E-03,4.416E-01
9.402655E-01,-2.400E-03,3.648E-01
9.402655E-01,-1.200E-03,4.416E-01
9.402679E-01,-2.000E-03,3.264E-01
9.402679E-01,-8.000E-04,4.032E-01
9.402703E-01,-2.400E-03,3.264E-01
9.402703E-01,-8.000E-04,4.032E-01
9.402727E-01,-2.400E-03,3.648E-01
9.402727E-01,-1.200E-03,4.032E-01
9.402751E-01,-2.000E-03,3.648E-01
9.402751E-01,-1.200E-03,4.032E-01
9.402775E-01,-2.000E-03,3.648E-01
9.402775E-01,-1.200E-03,4.416E-01
9.402799E-01,-2.400E-03,3.648E-01
9.402799E-01,-8.000E-04,4.032E-01
9.402823E-01,-2.000E-03,3.648E-01
9.402823E-01,-1.600E-03,4.032E-01
9.402847E-01,-2.000E-03,3.264E-01
9.402847E-01,-1.200E-03,4.416E-01
